JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2454200.9701	<15.7			Vis.	SRX	K	NA		NA				Z				GW LIB		STD				
2454201.62708	<12.0			Vis.	SPK		12.022		F 03/01		0		V				GW LIB	AFOEV	STD				
2454202.009	<15.7			Vis.	SRX	K	NA		NA				Z				GW LIB		STD				
2454202.62569	<12.0			Vis.	SPK		12.022		F 03/01		0		V				GW LIB	AFOEV	STD				
2454202.9938	13.8			Vis.	SRX	K	NA		NA				Z				GW LIB		STD				
2454203.0	11.2			Vis.	CR	K        							V				GW LIB		STD				
2454203.0417	13.7			Vis.	SRX	K	NA		NA				Z				GW LIB		STD				
2454203.066	13.4			Vis.	SRX	K	NA		NA				Z				GW LIB		STD				
2454203.0785	13.0			Vis.	SRX	K	NA		NA				Z				GW LIB		STD				
2454203.0951	12.9			Vis.	SRX	K	NA		NA				Z				GW LIB		STD				
2454203.09689	13.089	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.09773	13.057	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.09857	13.042	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.09941	13.03	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.10024	13.014	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.10110	12.987	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.10193	12.965	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.10277	12.938	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.10362	12.891	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.10446	12.893	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.10531	12.846	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.10614	12.817	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.1069	12.4			Vis.	SRX	K	NA		NA				Z				GW LIB		STD				
2454203.10694	12.794	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.10775	12.766	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.10937	12.744	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.11019	12.709	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.11103	12.69	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.11187	12.669	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.11272	12.662	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.11356	12.642	0.01	0.0096	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.11589	12.589	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.11672	12.573	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.11757	12.564	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.11840	12.551	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.1194	12.3			Vis.	SRX	K	NA		NA				Z				GW LIB		STD				
2454203.12085	12.501	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.12170	12.509	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.12254	12.507	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.12339	12.485	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.12424	12.471	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.12511	12.464	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.12594	12.451	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.12679	12.425	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.12763	12.419	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.12847	12.392	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.1285	12.1			Vis.	SRX	K	NA		NA				Z				GW LIB		STD				
2454203.12931	12.385	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.13012	12.378	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.13094	12.355	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.13176	12.335	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.13259	12.345	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.13341	12.328	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.13423	12.31	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.13505	12.308	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.13588	12.301	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.13670	12.298	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.13752	12.267	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.13835	12.255	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.13917	12.256	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.13998	12.239	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.14080	12.218	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.14163	12.234	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.14246	12.214	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.14329	12.189	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.14411	12.184	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.14494	12.17	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.14577	12.169	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.1458	12.0			Vis.	SRX	K	NA		NA				Z				GW LIB		STD				
2454203.14660	12.145	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.14743	12.158	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.14826	12.15	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.14908	12.116	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.14990	12.1	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.15072	12.106	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.15155	12.096	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.15238	12.083	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.15320	12.085	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.15404	12.068	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.15486	12.052	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.15568	12.044	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.15651	12.027	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.15734	12.03	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.15814	12.006	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.15897	12.018	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.159	11.8			Vis.	SRX	K	NA		NA				Z				GW LIB		STD				
2454203.15979	12.003	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.16062	11.991	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.16145	11.979	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.16226	11.974	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.16308	11.958	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.16390	11.95	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.16472	11.926	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.16554	11.925	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.16635	11.928	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.16718	11.911	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.16800	11.906	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.16882	11.891	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.16965	11.874	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.17047	11.869	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.17129	11.85	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.17211	11.855	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.17293	11.843	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.17377	11.838	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.17460	11.829	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.17542	11.812	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.17626	11.798	0.01	0.0141	V	NLX		12.022		03/01		0		V				GW LIB		STD				
2454203.2292	11.7			Vis.	PAW	         							V				GW LIB		STD				
2454203.4861	9.6			Vis.	KWO		94		020301				V				GW LIB	AFOEV	STD				
2454203.52431	9.5			Vis.	SSW		94		020301		0		V				GW LIB		STD				
2454203.529	9.5			Vis.	ATI	         							Z				GW LIB	MCSE	STD				
2454203.666	9.10			Vis.	PYG		1	AAVSO 0301	   	"CCD"""			V				GW LIB		STD				
2454203.6660	8.7			N/A	MUY		94		E020301		0		V				GW LIB		STD				
2454203.681	8.97			V	MDJ						0		V				GW LIB		STD				
2454203.701603	8.658	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.701916	8.641	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.702228	8.626	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.702541	8.621	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.702842	8.608	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.703154	8.643	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.703455	8.62	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.703768	8.601	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.704080	8.611	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.704381	8.591	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.704867	8.621	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.705180	8.609	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.705492	8.588	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.705793	8.631	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.706106	8.617	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.706418	8.607	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.706731	8.612	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.707043	8.618	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.707356	8.614	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.707656	8.611	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.708143	8.598	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.708455	8.582	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.708756	8.609	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.709068	8.617	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.709381	8.593	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.709682	8.623	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.709994	8.623	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.710295	8.628	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.710608	8.611	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.710920	8.589	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.711395	8.611	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.711707	8.586	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.712020	8.602	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.712332	8.582	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.712633	8.596	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.712957	8.595	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.713258	8.626	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.713571	8.585	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.713883	8.6	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.714196	8.589	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7144	8.409			V	DKS		9502		0301	ERR=0.003			V				GW LIB		STD				
2454203.714670	8.611	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7149	8.397			V	DKS		9502		0301	ERR=0.003			V				GW LIB		STD				
2454203.71490	8.55			B	DKS		9654		0301	ERR=0.003			V				GW LIB		STD				
2454203.714983	8.585	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.715295	8.616	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7155	8.405			V	DKS		9502		0301	ERR=0.003			V				GW LIB		STD				
2454203.715608	8.584	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.715909	8.584	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.716221	8.579	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.716534	8.594	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.716835	8.601	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.717147	8.589	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.717460	8.579	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.717934	8.554	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7181	8.574			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.71810	8.74			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.718247	8.569	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.718559	8.561	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7186	8.567			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.71860	8.73			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.718860	8.576	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7190	8.575			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.71900	8.74			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.719173	8.547	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.719485	8.57	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7195	8.551			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.71950	8.72			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.719786	8.55	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.720099	8.546	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.720411	8.547	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7206	8.552			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72060	8.72			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.720712	8.565	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7211	8.570			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72110	8.74			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.721210	8.564	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7215	8.562			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72150	8.73			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.721522	8.555	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.721835	8.553	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7220	8.564			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72200	8.73			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.722136	8.58	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.722448	8.586	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7225	8.590			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72250	8.76			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.722749	8.58	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7230	8.565			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72300	8.73			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.723062	8.567	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.723374	8.557	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7234	8.571			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72340	8.74			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.723687	8.561	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7238	8.570			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72380	8.74			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.723987	8.546	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7243	8.566			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72430	8.73			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.724474	8.538	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.724786	8.576	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7248	8.564			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72480	8.73			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.725087	8.527	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7253	8.554			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72530	8.72			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.725411	8.56	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7257	8.553			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72570	8.72			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.725712	8.53	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.726025	8.538	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7262	8.561			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72620	8.73			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.726337	8.534	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.726638	8.536	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7267	8.551			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72670	8.72			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.726950	8.541	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7272	8.547			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72720	8.71			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.727263	8.531	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7276	8.551			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72760	8.72			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.727737	8.53	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.728050	8.53	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7281	8.570			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72810	8.74			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.728362	8.526	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7286	8.561			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72860	8.73			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.728663	8.529	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.728976	8.524	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7290	8.550			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72900	8.72			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.729288	8.546	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7295	8.548			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72950	8.71			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.729589	8.548	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7299	8.547			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.72990	8.71			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.729902	8.528	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.730214	8.535	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7304	8.555			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.73040	8.72			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.730515	8.522	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
2454203.7308	8.551			V	DKS		9194		0301	ERR=0.003			V				GW LIB		STD				
2454203.73080	8.72			V	DKS		9365		0301	ERR=0.003			V				GW LIB		STD				
2454203.731001	8.531	0.02		B	CWT		9.706		none	"Comp=Tyc 6766-1577-1, B=9.706"	0		V				GW LIB		STD				
